relationship,overlap_ratio,school_a_id,school_a_name,school_a_region,school_b_id,school_b_name,school_b_region,reason
AMBIGUOUS,0.67,6c73d717e118b135,ECOLE PRIVEE DE FORMATION DES PERSONNELS MEDICO-SANITAIRES LIFE INSTITUT DE MBANKOMO,Centre,f4895f935c18fad4,INSTITUT PRIVE DE FORMATION DES PERSONNELS MEDICO-SANITAIRES D'OKOLA,Centre,"Chevauchement de mots partiel (67%), même région — ambigu, ne peut pas être classé automatiquement. Reste deux candidats séparés (§9)."
AMBIGUOUS,0.50,6c73d717e118b135,ECOLE PRIVEE DE FORMATION DES PERSONNELS MEDICO-SANITAIRES LIFE INSTITUT DE MBANKOMO,Centre,c7dd4410b193930f,INSTITUT PRIVE DE FORMATION DES PERSONNELS SANITAIRES SAINT JOEL DE YAOUNDE,Centre,"Chevauchement de mots partiel (50%), même région — ambigu, ne peut pas être classé automatiquement. Reste deux candidats séparés (§9)."
AMBIGUOUS,0.50,6c73d717e118b135,ECOLE PRIVEE DE FORMATION DES PERSONNELS MEDICO-SANITAIRES LIFE INSTITUT DE MBANKOMO,Centre,854c2a0bba6528e9,INSTITUT PRIVE DE FORMATION DES PERSONNELS SANITAIRES SAINT JOEL D'ODZA,Centre,"Chevauchement de mots partiel (50%), même région — ambigu, ne peut pas être classé automatiquement. Reste deux candidats séparés (§9)."
AMBIGUOUS,0.40,f1b1441ddd84ae0c,"ECOLE PRIVEE DE FORMATION DU PERSONNEL DE LA SANTE ""LA ROSIERE"" DE YAOUNDE",Centre,a99db59e36768a5f,INSTITUT DES SCIENCES ET TECHNIQUES APPLIQUEES A LA SANTE DE YAOUNDE,Centre,"Chevauchement de mots partiel (40%), même région — ambigu, ne peut pas être classé automatiquement. Reste deux candidats séparés (§9)."
AMBIGUOUS,0.43,f1b1441ddd84ae0c,"ECOLE PRIVEE DE FORMATION DU PERSONNEL DE LA SANTE ""LA ROSIERE"" DE YAOUNDE",Centre,d611c53d5acdc903,COMPLEXE DE FORMATION DES SCIENCES DE SANTE MARC VIVIEN FOE DE YAOUNDE - BITENG,Centre,"Chevauchement de mots partiel (43%), même région — ambigu, ne peut pas être classé automatiquement. Reste deux candidats séparés (§9)."
AMBIGUOUS,0.40,f1b1441ddd84ae0c,"ECOLE PRIVEE DE FORMATION DU PERSONNEL DE LA SANTE ""LA ROSIERE"" DE YAOUNDE",Centre,6b756783a55f1a5f,ECOLE DE FORMATION DES PERSONNELS DE LA SANTE (EFOPS) DE BATCHENGA,Centre,"Chevauchement de mots partiel (40%), même région — ambigu, ne peut pas être classé automatiquement. Reste deux candidats séparés (§9)."
AMBIGUOUS,0.40,f1b1441ddd84ae0c,"ECOLE PRIVEE DE FORMATION DU PERSONNEL DE LA SANTE ""LA ROSIERE"" DE YAOUNDE",Centre,b7dd9dfeaa55dced,ECOLE PRIVEE DE FORMATION DES TECHNICIENS DENTAIRES DE YAOUNDE,Centre,"Chevauchement de mots partiel (40%), même région — ambigu, ne peut pas être classé automatiquement. Reste deux candidats séparés (§9)."
AMBIGUOUS,0.50,c87607112057ffca,INSTITUT DE FORMATION DES PERSONNELS DE LA SANTE NAKOMA ACADEMY DE MBALMAYO,Centre,914d049eb887a2cd,INSTITUT DE FORMATION DES PERSONNELS SPECIALISES EN SANTE (IFOPESS) - MFOU,Centre,"Chevauchement de mots partiel (50%), même région — ambigu, ne peut pas être classé automatiquement. Reste deux candidats séparés (§9)."
AMBIGUOUS,0.50,c87607112057ffca,INSTITUT DE FORMATION DES PERSONNELS DE LA SANTE NAKOMA ACADEMY DE MBALMAYO,Centre,6b756783a55f1a5f,ECOLE DE FORMATION DES PERSONNELS DE LA SANTE (EFOPS) DE BATCHENGA,Centre,"Chevauchement de mots partiel (50%), même région — ambigu, ne peut pas être classé automatiquement. Reste deux candidats séparés (§9)."
AMBIGUOUS,0.50,c87607112057ffca,INSTITUT DE FORMATION DES PERSONNELS DE LA SANTE NAKOMA ACADEMY DE MBALMAYO,Centre,f9443a48b0968cce,INSTITUT PRIVE DE FORMATION DES PERSONNELS SPECIALISES EN SANTE (IFOPESS)- MFOU,Centre,"Chevauchement de mots partiel (50%), même région — ambigu, ne peut pas être classé automatiquement. Reste deux candidats séparés (§9)."
AMBIGUOUS,0.50,c87607112057ffca,INSTITUT DE FORMATION DES PERSONNELS DE LA SANTE NAKOMA ACADEMY DE MBALMAYO,Centre,e174eea682b1f7b5,ECOLE PRIVEE DE FORMATION DES PERSONNELS DE SANTE FIDELIE AMOGO D'EVODOULA,Centre,"Chevauchement de mots partiel (50%), même région — ambigu, ne peut pas être classé automatiquement. Reste deux candidats séparés (§9)."
AMBIGUOUS,0.50,914d049eb887a2cd,INSTITUT DE FORMATION DES PERSONNELS SPECIALISES EN SANTE (IFOPESS) - MFOU,Centre,6b756783a55f1a5f,ECOLE DE FORMATION DES PERSONNELS DE LA SANTE (EFOPS) DE BATCHENGA,Centre,"Chevauchement de mots partiel (50%), même région — ambigu, ne peut pas être classé automatiquement. Reste deux candidats séparés (§9)."
LIKELY_SAME_SCHOOL,1.00,914d049eb887a2cd,INSTITUT DE FORMATION DES PERSONNELS SPECIALISES EN SANTE (IFOPESS) - MFOU,Centre,f9443a48b0968cce,INSTITUT PRIVE DE FORMATION DES PERSONNELS SPECIALISES EN SANTE (IFOPESS)- MFOU,Centre,"Chevauchement de mots significatifs élevé (100%), même région — probablement la même école (variante de saisie), mais PAS fusionné automatiquement (§9 : pas de fuzzy auto merge)."
AMBIGUOUS,0.50,914d049eb887a2cd,INSTITUT DE FORMATION DES PERSONNELS SPECIALISES EN SANTE (IFOPESS) - MFOU,Centre,e174eea682b1f7b5,ECOLE PRIVEE DE FORMATION DES PERSONNELS DE SANTE FIDELIE AMOGO D'EVODOULA,Centre,"Chevauchement de mots partiel (50%), même région — ambigu, ne peut pas être classé automatiquement. Reste deux candidats séparés (§9)."
AMBIGUOUS,0.40,a99db59e36768a5f,INSTITUT DES SCIENCES ET TECHNIQUES APPLIQUEES A LA SANTE DE YAOUNDE,Centre,a63370c06a103a5d,INSTITUT DES SCIENCES ET TECHNOLOGIE DE LA SANTE (ISTS),Centre,"Chevauchement de mots partiel (40%), même région — ambigu, ne peut pas être classé automatiquement. Reste deux candidats séparés (§9)."
AMBIGUOUS,0.40,a99db59e36768a5f,INSTITUT DES SCIENCES ET TECHNIQUES APPLIQUEES A LA SANTE DE YAOUNDE,Centre,648fad6708578f3a,INSTITUT DES SCIENCES MEDICALES DE YAOUNDE,Centre,"Chevauchement de mots partiel (40%), même région — ambigu, ne peut pas être classé automatiquement. Reste deux candidats séparés (§9)."
AMBIGUOUS,0.60,a99db59e36768a5f,INSTITUT DES SCIENCES ET TECHNIQUES APPLIQUEES A LA SANTE DE YAOUNDE,Centre,fc219efa5e9d553d,INSTITUT PRIVE DES SCIENCES APPLIQUEES A LA SANTE DE BAFIA,Centre,"Chevauchement de mots partiel (60%), même région — ambigu, ne peut pas être classé automatiquement. Reste deux candidats séparés (§9)."
AMBIGUOUS,0.40,a99db59e36768a5f,INSTITUT DES SCIENCES ET TECHNIQUES APPLIQUEES A LA SANTE DE YAOUNDE,Centre,babb2056f35d904d,INSTITUT SUPERIEUR DES SCIENCES DE LA SANTE DE ZALOM-MFOU,Centre,"Chevauchement de mots partiel (40%), même région — ambigu, ne peut pas être classé automatiquement. Reste deux candidats séparés (§9)."
AMBIGUOUS,0.50,a99db59e36768a5f,INSTITUT DES SCIENCES ET TECHNIQUES APPLIQUEES A LA SANTE DE YAOUNDE,Centre,27dcd7763cd8e6e5,ACADEMIE SUPERIEURE DES SCIENCES DE LA SANTE (NURSING ACADEMY) DE YAOUNDE,Centre,"Chevauchement de mots partiel (50%), même région — ambigu, ne peut pas être classé automatiquement. Reste deux candidats séparés (§9)."
AMBIGUOUS,0.43,a99db59e36768a5f,INSTITUT DES SCIENCES ET TECHNIQUES APPLIQUEES A LA SANTE DE YAOUNDE,Centre,d611c53d5acdc903,COMPLEXE DE FORMATION DES SCIENCES DE SANTE MARC VIVIEN FOE DE YAOUNDE - BITENG,Centre,"Chevauchement de mots partiel (43%), même région — ambigu, ne peut pas être classé automatiquement. Reste deux candidats séparés (§9)."
AMBIGUOUS,0.40,a99db59e36768a5f,INSTITUT DES SCIENCES ET TECHNIQUES APPLIQUEES A LA SANTE DE YAOUNDE,Centre,256738513278fcfd,INSTITUT DES SCIENCES MEDICALES DE YAOUNDE (ISMY),Centre,"Chevauchement de mots partiel (40%), même région — ambigu, ne peut pas être classé automatiquement. Reste deux candidats séparés (§9)."
AMBIGUOUS,0.40,a99db59e36768a5f,INSTITUT DES SCIENCES ET TECHNIQUES APPLIQUEES A LA SANTE DE YAOUNDE,Centre,9c9bfd19f7631bda,ECOLE DES SCIENCES DE LA SANTE � LE PHOENIX � DE SOA,Centre,"Chevauchement de mots partiel (40%), même région — ambigu, ne peut pas être classé automatiquement. Reste deux candidats séparés (§9)."
AMBIGUOUS,0.40,a99db59e36768a5f,INSTITUT DES SCIENCES ET TECHNIQUES APPLIQUEES A LA SANTE DE YAOUNDE,Centre,adb49ce27d84ab3e,INSTITUT DES SCIENCES ET TECHNOLOGIES DE LA SANTE ISTS,Centre,"Chevauchement de mots partiel (40%), même région — ambigu, ne peut pas être classé automatiquement. Reste deux candidats séparés (§9)."
AMBIGUOUS,0.50,a63370c06a103a5d,INSTITUT DES SCIENCES ET TECHNOLOGIE DE LA SANTE (ISTS),Centre,fc219efa5e9d553d,INSTITUT PRIVE DES SCIENCES APPLIQUEES A LA SANTE DE BAFIA,Centre,"Chevauchement de mots partiel (50%), même région — ambigu, ne peut pas être classé automatiquement. Reste deux candidats séparés (§9)."
AMBIGUOUS,0.50,a63370c06a103a5d,INSTITUT DES SCIENCES ET TECHNOLOGIE DE LA SANTE (ISTS),Centre,babb2056f35d904d,INSTITUT SUPERIEUR DES SCIENCES DE LA SANTE DE ZALOM-MFOU,Centre,"Chevauchement de mots partiel (50%), même région — ambigu, ne peut pas être classé automatiquement. Reste deux candidats séparés (§9)."
AMBIGUOUS,0.50,a63370c06a103a5d,INSTITUT DES SCIENCES ET TECHNOLOGIE DE LA SANTE (ISTS),Centre,9c9bfd19f7631bda,ECOLE DES SCIENCES DE LA SANTE � LE PHOENIX � DE SOA,Centre,"Chevauchement de mots partiel (50%), même région — ambigu, ne peut pas être classé automatiquement. Reste deux candidats séparés (§9)."
LIKELY_SAME_SCHOOL,0.75,a63370c06a103a5d,INSTITUT DES SCIENCES ET TECHNOLOGIE DE LA SANTE (ISTS),Centre,adb49ce27d84ab3e,INSTITUT DES SCIENCES ET TECHNOLOGIES DE LA SANTE ISTS,Centre,"Chevauchement de mots significatifs élevé (75%) + relation sous-chaîne, même région — probablement la même école (variante de saisie), mais PAS fusionné automatiquement (§9 : pas de fuzzy auto merge)."
AMBIGUOUS,0.75,648fad6708578f3a,INSTITUT DES SCIENCES MEDICALES DE YAOUNDE,Centre,256738513278fcfd,INSTITUT DES SCIENCES MEDICALES DE YAOUNDE (ISMY),Centre,"Chevauchement de mots partiel (75%), même région — ambigu, ne peut pas être classé automatiquement. Reste deux candidats séparés (§9)."
AMBIGUOUS,0.50,f4895f935c18fad4,INSTITUT PRIVE DE FORMATION DES PERSONNELS MEDICO-SANITAIRES D'OKOLA,Centre,c7dd4410b193930f,INSTITUT PRIVE DE FORMATION DES PERSONNELS SANITAIRES SAINT JOEL DE YAOUNDE,Centre,"Chevauchement de mots partiel (50%), même région — ambigu, ne peut pas être classé automatiquement. Reste deux candidats séparés (§9)."
AMBIGUOUS,0.40,f4895f935c18fad4,INSTITUT PRIVE DE FORMATION DES PERSONNELS MEDICO-SANITAIRES D'OKOLA,Centre,6b756783a55f1a5f,ECOLE DE FORMATION DES PERSONNELS DE LA SANTE (EFOPS) DE BATCHENGA,Centre,"Chevauchement de mots partiel (40%), même région — ambigu, ne peut pas être classé automatiquement. Reste deux candidats séparés (§9)."
AMBIGUOUS,0.50,f4895f935c18fad4,INSTITUT PRIVE DE FORMATION DES PERSONNELS MEDICO-SANITAIRES D'OKOLA,Centre,854c2a0bba6528e9,INSTITUT PRIVE DE FORMATION DES PERSONNELS SANITAIRES SAINT JOEL D'ODZA,Centre,"Chevauchement de mots partiel (50%), même région — ambigu, ne peut pas être classé automatiquement. Reste deux candidats séparés (§9)."
LIKELY_SAME_SCHOOL,0.83,c7dd4410b193930f,INSTITUT PRIVE DE FORMATION DES PERSONNELS SANITAIRES SAINT JOEL DE YAOUNDE,Centre,854c2a0bba6528e9,INSTITUT PRIVE DE FORMATION DES PERSONNELS SANITAIRES SAINT JOEL D'ODZA,Centre,"Chevauchement de mots significatifs élevé (83%), même région — probablement la même école (variante de saisie), mais PAS fusionné automatiquement (§9 : pas de fuzzy auto merge)."
AMBIGUOUS,0.50,fc219efa5e9d553d,INSTITUT PRIVE DES SCIENCES APPLIQUEES A LA SANTE DE BAFIA,Centre,babb2056f35d904d,INSTITUT SUPERIEUR DES SCIENCES DE LA SANTE DE ZALOM-MFOU,Centre,"Chevauchement de mots partiel (50%), même région — ambigu, ne peut pas être classé automatiquement. Reste deux candidats séparés (§9)."
AMBIGUOUS,0.50,fc219efa5e9d553d,INSTITUT PRIVE DES SCIENCES APPLIQUEES A LA SANTE DE BAFIA,Centre,9c9bfd19f7631bda,ECOLE DES SCIENCES DE LA SANTE � LE PHOENIX � DE SOA,Centre,"Chevauchement de mots partiel (50%), même région — ambigu, ne peut pas être classé automatiquement. Reste deux candidats séparés (§9)."
AMBIGUOUS,0.50,fc219efa5e9d553d,INSTITUT PRIVE DES SCIENCES APPLIQUEES A LA SANTE DE BAFIA,Centre,adb49ce27d84ab3e,INSTITUT DES SCIENCES ET TECHNOLOGIES DE LA SANTE ISTS,Centre,"Chevauchement de mots partiel (50%), même région — ambigu, ne peut pas être classé automatiquement. Reste deux candidats séparés (§9)."
AMBIGUOUS,0.50,babb2056f35d904d,INSTITUT SUPERIEUR DES SCIENCES DE LA SANTE DE ZALOM-MFOU,Centre,9c9bfd19f7631bda,ECOLE DES SCIENCES DE LA SANTE � LE PHOENIX � DE SOA,Centre,"Chevauchement de mots partiel (50%), même région — ambigu, ne peut pas être classé automatiquement. Reste deux candidats séparés (§9)."
AMBIGUOUS,0.50,babb2056f35d904d,INSTITUT SUPERIEUR DES SCIENCES DE LA SANTE DE ZALOM-MFOU,Centre,adb49ce27d84ab3e,INSTITUT DES SCIENCES ET TECHNOLOGIES DE LA SANTE ISTS,Centre,"Chevauchement de mots partiel (50%), même région — ambigu, ne peut pas être classé automatiquement. Reste deux candidats séparés (§9)."
AMBIGUOUS,0.50,90e706acb398f99a,INSTITUT SUPERIEUR DES SCIENCES ET DES TECHNOLOGIES ISST LA SAPIENCE,Centre,adb49ce27d84ab3e,INSTITUT DES SCIENCES ET TECHNOLOGIES DE LA SANTE ISTS,Centre,"Chevauchement de mots partiel (50%), même région — ambigu, ne peut pas être classé automatiquement. Reste deux candidats séparés (§9)."
LIKELY_SAME_SCHOOL,0.50,62db09a241797b35,INSTITUT SUPERIEUR POLYTECHNIQUE BILINGUE LES ARMANDINS,Centre,5d6af471a9b8841b,INSTITUT SUPERIEUR POLYTECHNIQUE BILINGUE � LES ARMANDINS � DE YAOUNDE,Centre,"Chevauchement de mots significatifs élevé (50%) + relation sous-chaîne, même région — probablement la même école (variante de saisie), mais PAS fusionné automatiquement (§9 : pas de fuzzy auto merge)."
AMBIGUOUS,0.40,8e03c549d68b5c30,ECOLE PRIVEE CATHOLIQUE DE FORMATION DU PERSONNEL PARAMEDICAL DE BATOURI,Est,50114045bc1edbd8,COMPLEXE PRIVE DE FORMATION DU PERSONNEL SANITAIRE DE YOKADOUMA,Est,"Chevauchement de mots partiel (40%), même région — ambigu, ne peut pas être classé automatiquement. Reste deux candidats séparés (§9)."
AMBIGUOUS,0.50,b3eb395b9d85ab6c,COMPLEXE BILINGUE DE FORMATION INTERDISCIPLINAIRE EN SCIENCES DE LA SANTE COBIFISS DE MAROUA,Extrême-Nord,bde66f362c8c1df9,ECOLE DE FORMATION AUX METIERS DE LA SANTE (EFMS) DE MAROUA,Extrême-Nord,"Chevauchement de mots partiel (50%), même région — ambigu, ne peut pas être classé automatiquement. Reste deux candidats séparés (§9)."
AMBIGUOUS,0.50,b3eb395b9d85ab6c,COMPLEXE BILINGUE DE FORMATION INTERDISCIPLINAIRE EN SCIENCES DE LA SANTE COBIFISS DE MAROUA,Extrême-Nord,0fd0ad3f4d71b9e9,INSTITUT DE FORMATION EN SANTE DE MAROUA,Extrême-Nord,"Chevauchement de mots partiel (50%), même région — ambigu, ne peut pas être classé automatiquement. Reste deux candidats séparés (§9)."
AMBIGUOUS,0.50,b3eb395b9d85ab6c,COMPLEXE BILINGUE DE FORMATION INTERDISCIPLINAIRE EN SCIENCES DE LA SANTE COBIFISS DE MAROUA,Extrême-Nord,9f7bb8a223eb9309,INSTITUT DE FORMATION EN SANTE DE MAROUA (IFS),Extrême-Nord,"Chevauchement de mots partiel (50%), même région — ambigu, ne peut pas être classé automatiquement. Reste deux candidats séparés (§9)."
LIKELY_SAME_SCHOOL,0.86,b3eb395b9d85ab6c,COMPLEXE BILINGUE DE FORMATION INTERDISCIPLINAIRE EN SCIENCES DE LA SANTE COBIFISS DE MAROUA,Extrême-Nord,31a351635c4ba7fc,COMPLEXE BILINGUE DE FORMATION INTERDISCIPLINAIRE EN SCIENCES DE LA SANTE COBIFISS DE LITTORAL MAROUA,Extrême-Nord,"Chevauchement de mots significatifs élevé (86%), même région — probablement la même école (variante de saisie), mais PAS fusionné automatiquement (§9 : pas de fuzzy auto merge)."
AMBIGUOUS,0.40,bde66f362c8c1df9,ECOLE DE FORMATION AUX METIERS DE LA SANTE (EFMS) DE MAROUA,Extrême-Nord,b56a1022eb853841,ECOLE PRIVEE PROTESTANTE DE FORMATION EN SANTE DE KOZA (EPPFSAK),Extrême-Nord,"Chevauchement de mots partiel (40%), même région — ambigu, ne peut pas être classé automatiquement. Reste deux candidats séparés (§9)."
AMBIGUOUS,0.60,bde66f362c8c1df9,ECOLE DE FORMATION AUX METIERS DE LA SANTE (EFMS) DE MAROUA,Extrême-Nord,0fd0ad3f4d71b9e9,INSTITUT DE FORMATION EN SANTE DE MAROUA,Extrême-Nord,"Chevauchement de mots partiel (60%), même région — ambigu, ne peut pas être classé automatiquement. Reste deux candidats séparés (§9)."
AMBIGUOUS,0.40,bde66f362c8c1df9,ECOLE DE FORMATION AUX METIERS DE LA SANTE (EFMS) DE MAROUA,Extrême-Nord,ba71a112ca195f44,INSTITUT DE FORMATION EN SANTE DU SAHEL IFOSSA DE MOKOLO,Extrême-Nord,"Chevauchement de mots partiel (40%), même région — ambigu, ne peut pas être classé automatiquement. Reste deux candidats séparés (§9)."
AMBIGUOUS,0.40,bde66f362c8c1df9,ECOLE DE FORMATION AUX METIERS DE LA SANTE (EFMS) DE MAROUA,Extrême-Nord,acab563f88f1b196,ECOLE PRIVEE DE FORMATION DES PERSONNELS DE SANTE DE LARA-KAELE,Extrême-Nord,"Chevauchement de mots partiel (40%), même région — ambigu, ne peut pas être classé automatiquement. Reste deux candidats séparés (§9)."
AMBIGUOUS,0.60,bde66f362c8c1df9,ECOLE DE FORMATION AUX METIERS DE LA SANTE (EFMS) DE MAROUA,Extrême-Nord,9f7bb8a223eb9309,INSTITUT DE FORMATION EN SANTE DE MAROUA (IFS),Extrême-Nord,"Chevauchement de mots partiel (60%), même région — ambigu, ne peut pas être classé automatiquement. Reste deux candidats séparés (§9)."
AMBIGUOUS,0.43,bde66f362c8c1df9,ECOLE DE FORMATION AUX METIERS DE LA SANTE (EFMS) DE MAROUA,Extrême-Nord,31a351635c4ba7fc,COMPLEXE BILINGUE DE FORMATION INTERDISCIPLINAIRE EN SCIENCES DE LA SANTE COBIFISS DE LITTORAL MAROUA,Extrême-Nord,"Chevauchement de mots partiel (43%), même région — ambigu, ne peut pas être classé automatiquement. Reste deux candidats séparés (§9)."
AMBIGUOUS,0.40,bde66f362c8c1df9,ECOLE DE FORMATION AUX METIERS DE LA SANTE (EFMS) DE MAROUA,Extrême-Nord,585bfd3147f33237,ECOLE PRIVEE DE FORMATION DES PROFESSIONNELS DE SANTE DE BWANG DOUALA,Extrême-Nord,"Chevauchement de mots partiel (40%), même région — ambigu, ne peut pas être classé automatiquement. Reste deux candidats séparés (§9)."
LIKELY_SAME_SCHOOL,0.80,3e3a11acf8d95917,ECOLE DES SCIENCES MEDICO-SANITAIRES DE MAROUA (ESMRA),Extrême-Nord,29be57e6ac92d1b0,INSTITUT DES SCIENCES MEDICO-SANITAIRES DE MAROUA (ISMESMA),Extrême-Nord,"Chevauchement de mots significatifs élevé (80%), même région — probablement la même école (variante de saisie), mais PAS fusionné automatiquement (§9 : pas de fuzzy auto merge)."
AMBIGUOUS,0.50,6b14a7844d805916,ECOLE PRIVEE DE FORMATION DES PERSONNELS PARAMEDICAUX FONDATION AMINA DE MORA,Extrême-Nord,f08938d5b1ce0f1e,ECOLE DE FORMATION DES PERSONNELS DE SANTE FONDATION BOBUIN DE DOUALA,Extrême-Nord,"Chevauchement de mots partiel (50%), même région — ambigu, ne peut pas être classé automatiquement. Reste deux candidats séparés (§9)."
AMBIGUOUS,0.40,b56a1022eb853841,ECOLE PRIVEE PROTESTANTE DE FORMATION EN SANTE DE KOZA (EPPFSAK),Extrême-Nord,0fd0ad3f4d71b9e9,INSTITUT DE FORMATION EN SANTE DE MAROUA,Extrême-Nord,"Chevauchement de mots partiel (40%), même région — ambigu, ne peut pas être classé automatiquement. Reste deux candidats séparés (§9)."
AMBIGUOUS,0.40,b56a1022eb853841,ECOLE PRIVEE PROTESTANTE DE FORMATION EN SANTE DE KOZA (EPPFSAK),Extrême-Nord,ba71a112ca195f44,INSTITUT DE FORMATION EN SANTE DU SAHEL IFOSSA DE MOKOLO,Extrême-Nord,"Chevauchement de mots partiel (40%), même région — ambigu, ne peut pas être classé automatiquement. Reste deux candidats séparés (§9)."
AMBIGUOUS,0.40,b56a1022eb853841,ECOLE PRIVEE PROTESTANTE DE FORMATION EN SANTE DE KOZA (EPPFSAK),Extrême-Nord,acab563f88f1b196,ECOLE PRIVEE DE FORMATION DES PERSONNELS DE SANTE DE LARA-KAELE,Extrême-Nord,"Chevauchement de mots partiel (40%), même région — ambigu, ne peut pas être classé automatiquement. Reste deux candidats séparés (§9)."
AMBIGUOUS,0.40,b56a1022eb853841,ECOLE PRIVEE PROTESTANTE DE FORMATION EN SANTE DE KOZA (EPPFSAK),Extrême-Nord,9f7bb8a223eb9309,INSTITUT DE FORMATION EN SANTE DE MAROUA (IFS),Extrême-Nord,"Chevauchement de mots partiel (40%), même région — ambigu, ne peut pas être classé automatiquement. Reste deux candidats séparés (§9)."
AMBIGUOUS,0.40,b56a1022eb853841,ECOLE PRIVEE PROTESTANTE DE FORMATION EN SANTE DE KOZA (EPPFSAK),Extrême-Nord,585bfd3147f33237,ECOLE PRIVEE DE FORMATION DES PROFESSIONNELS DE SANTE DE BWANG DOUALA,Extrême-Nord,"Chevauchement de mots partiel (40%), même région — ambigu, ne peut pas être classé automatiquement. Reste deux candidats séparés (§9)."
AMBIGUOUS,0.40,0fd0ad3f4d71b9e9,INSTITUT DE FORMATION EN SANTE DE MAROUA,Extrême-Nord,ba71a112ca195f44,INSTITUT DE FORMATION EN SANTE DU SAHEL IFOSSA DE MOKOLO,Extrême-Nord,"Chevauchement de mots partiel (40%), même région — ambigu, ne peut pas être classé automatiquement. Reste deux candidats séparés (§9)."
AMBIGUOUS,0.40,0fd0ad3f4d71b9e9,INSTITUT DE FORMATION EN SANTE DE MAROUA,Extrême-Nord,acab563f88f1b196,ECOLE PRIVEE DE FORMATION DES PERSONNELS DE SANTE DE LARA-KAELE,Extrême-Nord,"Chevauchement de mots partiel (40%), même région — ambigu, ne peut pas être classé automatiquement. Reste deux candidats séparés (§9)."
LIKELY_SAME_SCHOOL,1.00,0fd0ad3f4d71b9e9,INSTITUT DE FORMATION EN SANTE DE MAROUA,Extrême-Nord,9f7bb8a223eb9309,INSTITUT DE FORMATION EN SANTE DE MAROUA (IFS),Extrême-Nord,"Chevauchement de mots significatifs élevé (100%), même région — probablement la même école (variante de saisie), mais PAS fusionné automatiquement (§9 : pas de fuzzy auto merge)."
AMBIGUOUS,0.43,0fd0ad3f4d71b9e9,INSTITUT DE FORMATION EN SANTE DE MAROUA,Extrême-Nord,31a351635c4ba7fc,COMPLEXE BILINGUE DE FORMATION INTERDISCIPLINAIRE EN SCIENCES DE LA SANTE COBIFISS DE LITTORAL MAROUA,Extrême-Nord,"Chevauchement de mots partiel (43%), même région — ambigu, ne peut pas être classé automatiquement. Reste deux candidats séparés (§9)."
AMBIGUOUS,0.40,0fd0ad3f4d71b9e9,INSTITUT DE FORMATION EN SANTE DE MAROUA,Extrême-Nord,585bfd3147f33237,ECOLE PRIVEE DE FORMATION DES PROFESSIONNELS DE SANTE DE BWANG DOUALA,Extrême-Nord,"Chevauchement de mots partiel (40%), même région — ambigu, ne peut pas être classé automatiquement. Reste deux candidats séparés (§9)."
AMBIGUOUS,0.40,ba71a112ca195f44,INSTITUT DE FORMATION EN SANTE DU SAHEL IFOSSA DE MOKOLO,Extrême-Nord,acab563f88f1b196,ECOLE PRIVEE DE FORMATION DES PERSONNELS DE SANTE DE LARA-KAELE,Extrême-Nord,"Chevauchement de mots partiel (40%), même région — ambigu, ne peut pas être classé automatiquement. Reste deux candidats séparés (§9)."
AMBIGUOUS,0.40,ba71a112ca195f44,INSTITUT DE FORMATION EN SANTE DU SAHEL IFOSSA DE MOKOLO,Extrême-Nord,9f7bb8a223eb9309,INSTITUT DE FORMATION EN SANTE DE MAROUA (IFS),Extrême-Nord,"Chevauchement de mots partiel (40%), même région — ambigu, ne peut pas être classé automatiquement. Reste deux candidats séparés (§9)."
AMBIGUOUS,0.40,ba71a112ca195f44,INSTITUT DE FORMATION EN SANTE DU SAHEL IFOSSA DE MOKOLO,Extrême-Nord,585bfd3147f33237,ECOLE PRIVEE DE FORMATION DES PROFESSIONNELS DE SANTE DE BWANG DOUALA,Extrême-Nord,"Chevauchement de mots partiel (40%), même région — ambigu, ne peut pas être classé automatiquement. Reste deux candidats séparés (§9)."
AMBIGUOUS,0.67,c966f4bd5905d0d1,ECOLE DE FORMATION DES PERSONNELS DE SANTE FONDATION BOBUIN DE DOUALA,Littoral,52d7937cea735ac0,ECOLE DE FORMATION DES PERSONNELS DE SANTE LA PERLE DE DOUALA,Littoral,"Chevauchement de mots partiel (67%), même région — ambigu, ne peut pas être classé automatiquement. Reste deux candidats séparés (§9)."
AMBIGUOUS,0.50,c966f4bd5905d0d1,ECOLE DE FORMATION DES PERSONNELS DE SANTE FONDATION BOBUIN DE DOUALA,Littoral,11b51b7b7de3de1d,ECOLE DE FORMATION PRIVEE DU PERSONNEL DE LA SANTE HELENE ET DEOGRACE DE DOUALA,Littoral,"Chevauchement de mots partiel (50%), même région — ambigu, ne peut pas être classé automatiquement. Reste deux candidats séparés (§9)."
AMBIGUOUS,0.50,c966f4bd5905d0d1,ECOLE DE FORMATION DES PERSONNELS DE SANTE FONDATION BOBUIN DE DOUALA,Littoral,f32b79071ed17419,ECOLE PRIVEE DE FORMATION DES PERSONNELS SANITAIRES (EFPSA) DE DOUALA,Littoral,"Chevauchement de mots partiel (50%), même région — ambigu, ne peut pas être classé automatiquement. Reste deux candidats séparés (§9)."
