candidate_id,name,ministries,previous_status,source_1,source_1_tier,source_2,source_2_tier,independent_source_count,official_source_found,identity_confidence,geo_confidence,category_confidence,duplicate_signal,cross_ministry_signal,official_identifier,identifier_source,final_certainty,publication_decision,reason
MINESUP-E:Institut Supérieur Matamfen (ISMAT),Institut Supérieur Matamfen (ISMAT),MINESUP,SOURCE_REVIEW,reports/registry/minesup-e-national-candidates.csv,"Tier-3 (internal prior-sprint durable artifact, not re-verified this sprint)",,,1,NO,SOURCE_REVIEW,,,NO,NO,,,UNRESOLVED,DO_NOT_PUBLISH_THIS_SPRINT,SOURCE_REVIEW
MINESUP-E:Institut Supérieur Mony Keng (IMK),Institut Supérieur Mony Keng (IMK),MINESUP,SOURCE_REVIEW,reports/registry/minesup-e-national-candidates.csv,"Tier-3 (internal prior-sprint durable artifact, not re-verified this sprint)",,,1,NO,SOURCE_REVIEW,,,NO,NO,,,UNRESOLVED,DO_NOT_PUBLISH_THIS_SPRINT,SOURCE_REVIEW
MINESUP-E:Institut Supérieur Nyong et Sanaga (ISNS),Institut Supérieur Nyong et Sanaga (ISNS),MINESUP,SOURCE_REVIEW,reports/registry/minesup-e-national-candidates.csv,"Tier-3 (internal prior-sprint durable artifact, not re-verified this sprint)",,,1,NO,SOURCE_REVIEW,,,NO,NO,,,UNRESOLVED,DO_NOT_PUBLISH_THIS_SPRINT,SOURCE_REVIEW
MINESUP-E:Institut Supérieur Polytechnique,Institut Supérieur Polytechnique,MINESUP,SOURCE_REVIEW,reports/registry/minesup-e-national-candidates.csv,"Tier-3 (internal prior-sprint durable artifact, not re-verified this sprint)",,,1,NO,SOURCE_REVIEW,,,NO,NO,,,UNRESOLVED,DO_NOT_PUBLISH_THIS_SPRINT,SOURCE_REVIEW
MINESUP-E:Institut Supérieur Polytechnique de Bansoa (ISPB),Institut Supérieur Polytechnique de Bansoa (ISPB),MINESUP,SOURCE_REVIEW,reports/registry/minesup-e-national-candidates.csv,"Tier-3 (internal prior-sprint durable artifact, not re-verified this sprint)",,,1,NO,SOURCE_REVIEW,,,NO,NO,,,UNRESOLVED,DO_NOT_PUBLISH_THIS_SPRINT,SOURCE_REVIEW
MINESUP-E:Institut Supérieur Polytechnique les Armandins (ISPA),Institut Supérieur Polytechnique les Armandins (ISPA),MINESUP,SOURCE_REVIEW,reports/registry/minesup-e-national-candidates.csv,"Tier-3 (internal prior-sprint durable artifact, not re-verified this sprint)",,,1,NO,SOURCE_REVIEW,,,NO,NO,,,UNRESOLVED,DO_NOT_PUBLISH_THIS_SPRINT,SOURCE_REVIEW
MINESUP-E:Institut Supérieur Professeurs Réunis (ISPR),Institut Supérieur Professeurs Réunis (ISPR),MINESUP,SOURCE_REVIEW,reports/registry/minesup-e-national-candidates.csv,"Tier-3 (internal prior-sprint durable artifact, not re-verified this sprint)",,,1,NO,SOURCE_REVIEW,,,NO,NO,,,UNRESOLVED,DO_NOT_PUBLISH_THIS_SPRINT,SOURCE_REVIEW
MINESUP-E:Institut Supérieur Professionnel (ISP),Institut Supérieur Professionnel (ISP),MINESUP,SOURCE_REVIEW,reports/registry/minesup-e-national-candidates.csv,"Tier-3 (internal prior-sprint durable artifact, not re-verified this sprint)",,,1,NO,SOURCE_REVIEW,,,NO,NO,,,UNRESOLVED,DO_NOT_PUBLISH_THIS_SPRINT,SOURCE_REVIEW
MINESUP-E:Institut Supérieur Protestant des Sciences et de Technologie d’Elat,Institut Supérieur Protestant des Sciences et de Technologie d’Elat,MINESUP,DUPLICATE_REVIEW,reports/registry/minesup-e-national-candidates.csv,"Tier-3 (internal prior-sprint durable artifact, not re-verified this sprint)",,,1,NO,DUPLICATE_REVIEW,,,YES,NO,,,CONFLICTING,DO_NOT_PUBLISH_THIS_SPRINT,plusieurs cibles à égalité de chevauchement (25%) — pas de gagnant clair.
MINESUP-E:Institut Supérieur Royal Baboutcha-Nintcheu (ISRB),Institut Supérieur Royal Baboutcha-Nintcheu (ISRB),MINESUP,SOURCE_REVIEW,reports/registry/minesup-e-national-candidates.csv,"Tier-3 (internal prior-sprint durable artifact, not re-verified this sprint)",,,1,NO,SOURCE_REVIEW,,,NO,NO,,,UNRESOLVED,DO_NOT_PUBLISH_THIS_SPRINT,SOURCE_REVIEW
MINESUP-E:Institut Supérieur Royal Deumaga (ISRD),Institut Supérieur Royal Deumaga (ISRD),MINESUP,SOURCE_REVIEW,reports/registry/minesup-e-national-candidates.csv,"Tier-3 (internal prior-sprint durable artifact, not re-verified this sprint)",,,1,NO,SOURCE_REVIEW,,,NO,NO,,,UNRESOLVED,DO_NOT_PUBLISH_THIS_SPRINT,SOURCE_REVIEW
MINESUP-E:Institut Supérieur Saint Jean-Paul II (ISJP),Institut Supérieur Saint Jean-Paul II (ISJP),MINESUP,DUPLICATE_REVIEW,reports/registry/minesup-e-national-candidates.csv,"Tier-3 (internal prior-sprint durable artifact, not re-verified this sprint)",,,1,NO,DUPLICATE_REVIEW,,,YES,NO,,,CONFLICTING,DO_NOT_PUBLISH_THIS_SPRINT,plusieurs cibles à égalité de chevauchement (25%) — pas de gagnant clair.
MINESUP-E:Institut Supérieur Simon de Cyrène (ISSC),Institut Supérieur Simon de Cyrène (ISSC),MINESUP,SOURCE_REVIEW,reports/registry/minesup-e-national-candidates.csv,"Tier-3 (internal prior-sprint durable artifact, not re-verified this sprint)",,,1,NO,SOURCE_REVIEW,,,NO,NO,,,UNRESOLVED,DO_NOT_PUBLISH_THIS_SPRINT,SOURCE_REVIEW
MINESUP-E:Institut Supérieur Technologique,Institut Supérieur Technologique,MINESUP,DUPLICATE_REVIEW,reports/registry/minesup-e-national-candidates.csv,"Tier-3 (internal prior-sprint durable artifact, not re-verified this sprint)",,,1,NO,DUPLICATE_REVIEW,,,YES,NO,,,CONFLICTING,DO_NOT_PUBLISH_THIS_SPRINT,plusieurs cibles à égalité de chevauchement (100%) — pas de gagnant clair.
MINESUP-E:Institut Supérieur Walya (WALYASUP),Institut Supérieur Walya (WALYASUP),MINESUP,DUPLICATE_REVIEW,reports/registry/minesup-e-national-candidates.csv,"Tier-3 (internal prior-sprint durable artifact, not re-verified this sprint)",,,1,NO,DUPLICATE_REVIEW,,,YES,NO,,,CONFLICTING,DO_NOT_PUBLISH_THIS_SPRINT,"chevauchement de mots (50%) mais géographie CONTRADICTOIRE — signal affaibli, revue requise."
MINESUP-E:Institut Supérieur Yérima DEWA (ISYD),Institut Supérieur Yérima DEWA (ISYD),MINESUP,DUPLICATE_REVIEW,reports/registry/minesup-e-national-candidates.csv,"Tier-3 (internal prior-sprint durable artifact, not re-verified this sprint)",,,1,NO,DUPLICATE_REVIEW,,,YES,NO,,,CONFLICTING,DO_NOT_PUBLISH_THIS_SPRINT,chevauchement de mots fort (67%) + géographie cohérente.
MINESUP-E:Institut Supérieur de Bafang (ISB),Institut Supérieur de Bafang (ISB),MINESUP,SOURCE_REVIEW,reports/registry/minesup-e-national-candidates.csv,"Tier-3 (internal prior-sprint durable artifact, not re-verified this sprint)",,,1,NO,SOURCE_REVIEW,,,NO,NO,,,UNRESOLVED,DO_NOT_PUBLISH_THIS_SPRINT,SOURCE_REVIEW
MINESUP-E:Institut Supérieur de Bafoussam,Institut Supérieur de Bafoussam,MINESUP,SOURCE_REVIEW,reports/registry/minesup-e-national-candidates.csv,"Tier-3 (internal prior-sprint durable artifact, not re-verified this sprint)",,,1,NO,SOURCE_REVIEW,,,NO,NO,,,UNRESOLVED,DO_NOT_PUBLISH_THIS_SPRINT,SOURCE_REVIEW
MINESUP-E:Institut Supérieur de Banka-Bafang (ISB),Institut Supérieur de Banka-Bafang (ISB),MINESUP,SOURCE_REVIEW,reports/registry/minesup-e-national-candidates.csv,"Tier-3 (internal prior-sprint durable artifact, not re-verified this sprint)",,,1,NO,SOURCE_REVIEW,,,NO,NO,,,UNRESOLVED,DO_NOT_PUBLISH_THIS_SPRINT,SOURCE_REVIEW
MINESUP-E:Institut Supérieur de Chimie et de Gestion,Institut Supérieur de Chimie et de Gestion,MINESUP,DUPLICATE_REVIEW,reports/registry/minesup-e-national-candidates.csv,"Tier-3 (internal prior-sprint durable artifact, not re-verified this sprint)",,,1,NO,DUPLICATE_REVIEW,,,YES,NO,,,CONFLICTING,DO_NOT_PUBLISH_THIS_SPRINT,"chevauchement de mots (50%) mais géographie CONTRADICTOIRE — signal affaibli, revue requise."
MINESUP-E:Institut Supérieur de Commerce et de management,Institut Supérieur de Commerce et de management,MINESUP,DUPLICATE_REVIEW,reports/registry/minesup-e-national-candidates.csv,"Tier-3 (internal prior-sprint durable artifact, not re-verified this sprint)",,,1,NO,DUPLICATE_REVIEW,,,YES,NO,,,CONFLICTING,DO_NOT_PUBLISH_THIS_SPRINT,plusieurs cibles à égalité de chevauchement (50%) — pas de gagnant clair.
MINESUP-E:Institut Supérieur de Commerce et d’Administration des Collectivités (ISCAC),Institut Supérieur de Commerce et d’Administration des Collectivités (ISCAC),MINESUP,DUPLICATE_REVIEW,reports/registry/minesup-e-national-candidates.csv,"Tier-3 (internal prior-sprint durable artifact, not re-verified this sprint)",,,1,NO,DUPLICATE_REVIEW,,,YES,NO,,,CONFLICTING,DO_NOT_PUBLISH_THIS_SPRINT,plusieurs cibles à égalité de chevauchement (25%) — pas de gagnant clair.
MINESUP-E:Institut Supérieur de Comptabilité et Management (ISCM),Institut Supérieur de Comptabilité et Management (ISCM),MINESUP,DUPLICATE_REVIEW,reports/registry/minesup-e-national-candidates.csv,"Tier-3 (internal prior-sprint durable artifact, not re-verified this sprint)",,,1,NO,DUPLICATE_REVIEW,,,YES,NO,,,CONFLICTING,DO_NOT_PUBLISH_THIS_SPRINT,plusieurs cibles à égalité de chevauchement (33%) — pas de gagnant clair.
"MINESUP-E:Institut Supérieur de Formation aux Métiers de Télécommunications, de l’Innovation Technologique, de Commerce et de Gestion (IFTIC-SUP)","Institut Supérieur de Formation aux Métiers de Télécommunications, de l’Innovation Technologique, de Commerce et de Gestion (IFTIC-SUP)",MINESUP,DUPLICATE_REVIEW,reports/registry/minesup-e-national-candidates.csv,"Tier-3 (internal prior-sprint durable artifact, not re-verified this sprint)",,,1,NO,DUPLICATE_REVIEW,,,YES,NO,,,CONFLICTING,DO_NOT_PUBLISH_THIS_SPRINT,"chevauchement de mots (25%) mais géographie CONTRADICTOIRE — signal affaibli, revue requise."
MINESUP-E:Institut Supérieur de Gestion (ISG),Institut Supérieur de Gestion (ISG),MINESUP,DUPLICATE_REVIEW,reports/registry/minesup-e-national-candidates.csv,"Tier-3 (internal prior-sprint durable artifact, not re-verified this sprint)",,,1,NO,DUPLICATE_REVIEW,,,YES,NO,,,CONFLICTING,DO_NOT_PUBLISH_THIS_SPRINT,chevauchement de mots fort (100%) + géographie cohérente.
MINESUP-E:Institut Supérieur de Gestion et de Management (ISGEM),Institut Supérieur de Gestion et de Management (ISGEM),MINESUP,DUPLICATE_REVIEW,reports/registry/minesup-e-national-candidates.csv,"Tier-3 (internal prior-sprint durable artifact, not re-verified this sprint)",,,1,NO,DUPLICATE_REVIEW,,,YES,NO,,,CONFLICTING,DO_NOT_PUBLISH_THIS_SPRINT,plusieurs cibles à égalité de chevauchement (33%) — pas de gagnant clair.
MINESUP-E:Institut Supérieur de Gestion et de Technologie (ISGET),Institut Supérieur de Gestion et de Technologie (ISGET),MINESUP,DUPLICATE_REVIEW,reports/registry/minesup-e-national-candidates.csv,"Tier-3 (internal prior-sprint durable artifact, not re-verified this sprint)",,,1,NO,DUPLICATE_REVIEW,,,YES,NO,,,CONFLICTING,DO_NOT_PUBLISH_THIS_SPRINT,plusieurs cibles à égalité de chevauchement (33%) — pas de gagnant clair.
MINESUP-E:Institut Supérieur de Gestion et du Design (ISGD),Institut Supérieur de Gestion et du Design (ISGD),MINESUP,DUPLICATE_REVIEW,reports/registry/minesup-e-national-candidates.csv,"Tier-3 (internal prior-sprint durable artifact, not re-verified this sprint)",,,1,NO,DUPLICATE_REVIEW,,,YES,NO,,,CONFLICTING,DO_NOT_PUBLISH_THIS_SPRINT,plusieurs cibles à égalité de chevauchement (33%) — pas de gagnant clair.
MINESUP-E:Institut Supérieur de Gestion et d’Economie Appliquée de Bafoussam (SUP GECO),Institut Supérieur de Gestion et d’Economie Appliquée de Bafoussam (SUP GECO),MINESUP,DUPLICATE_REVIEW,reports/registry/minesup-e-national-candidates.csv,"Tier-3 (internal prior-sprint durable artifact, not re-verified this sprint)",,,1,NO,DUPLICATE_REVIEW,,,YES,NO,,,CONFLICTING,DO_NOT_PUBLISH_THIS_SPRINT,plusieurs cibles à égalité de chevauchement (20%) — pas de gagnant clair.
MINESUP-E:Institut Supérieur de Gestion et d’Hotellerie KELLA GAMO Sidonie (ISGH-KGS),Institut Supérieur de Gestion et d’Hotellerie KELLA GAMO Sidonie (ISGH-KGS),MINESUP,DUPLICATE_REVIEW,reports/registry/minesup-e-national-candidates.csv,"Tier-3 (internal prior-sprint durable artifact, not re-verified this sprint)",,,1,NO,DUPLICATE_REVIEW,,,YES,NO,,,CONFLICTING,DO_NOT_PUBLISH_THIS_SPRINT,"chevauchement de mots partiel (17%), insuffisant pour STRONG_MATCH."
MINESUP-E:Institut Supérieur de Gestion et d’Hôtellerie (ISGHO),Institut Supérieur de Gestion et d’Hôtellerie (ISGHO),MINESUP,DUPLICATE_REVIEW,reports/registry/minesup-e-national-candidates.csv,"Tier-3 (internal prior-sprint durable artifact, not re-verified this sprint)",,,1,NO,DUPLICATE_REVIEW,,,YES,NO,,,CONFLICTING,DO_NOT_PUBLISH_THIS_SPRINT,"chevauchement de mots (33%) mais géographie CONTRADICTOIRE — signal affaibli, revue requise."
MINESUP-E:Institut Supérieur de Management (ISMA),Institut Supérieur de Management (ISMA),MINESUP,DUPLICATE_REVIEW,reports/registry/minesup-e-national-candidates.csv,"Tier-3 (internal prior-sprint durable artifact, not re-verified this sprint)",,,1,NO,DUPLICATE_REVIEW,,,YES,NO,,,CONFLICTING,DO_NOT_PUBLISH_THIS_SPRINT,plusieurs cibles à égalité de chevauchement (50%) — pas de gagnant clair.
MINESUP-E:Institut Supérieur de Management International (ISMI),Institut Supérieur de Management International (ISMI),MINESUP,DUPLICATE_REVIEW,reports/registry/minesup-e-national-candidates.csv,"Tier-3 (internal prior-sprint durable artifact, not re-verified this sprint)",,,1,NO,DUPLICATE_REVIEW,,,YES,NO,,,CONFLICTING,DO_NOT_PUBLISH_THIS_SPRINT,plusieurs cibles à égalité de chevauchement (33%) — pas de gagnant clair.
MINESUP-E:Institut Supérieur de Management de Manengouba (ISMAM),Institut Supérieur de Management de Manengouba (ISMAM),MINESUP,DUPLICATE_REVIEW,reports/registry/minesup-e-national-candidates.csv,"Tier-3 (internal prior-sprint durable artifact, not re-verified this sprint)",,,1,NO,DUPLICATE_REVIEW,,,YES,NO,,,CONFLICTING,DO_NOT_PUBLISH_THIS_SPRINT,plusieurs cibles à égalité de chevauchement (33%) — pas de gagnant clair.
MINESUP-E:Institut Supérieur de Management et de Technologies Avancées (ISMT),Institut Supérieur de Management et de Technologies Avancées (ISMT),MINESUP,DUPLICATE_REVIEW,reports/registry/minesup-e-national-candidates.csv,"Tier-3 (internal prior-sprint durable artifact, not re-verified this sprint)",,,1,NO,DUPLICATE_REVIEW,,,YES,NO,,,CONFLICTING,DO_NOT_PUBLISH_THIS_SPRINT,plusieurs cibles à égalité de chevauchement (25%) — pas de gagnant clair.
MINESUP-E:Institut Supérieur de Management et de l’Entrepreneuriat,Institut Supérieur de Management et de l’Entrepreneuriat,MINESUP,DUPLICATE_REVIEW,reports/registry/minesup-e-national-candidates.csv,"Tier-3 (internal prior-sprint durable artifact, not re-verified this sprint)",,,1,NO,DUPLICATE_REVIEW,,,YES,NO,,,CONFLICTING,DO_NOT_PUBLISH_THIS_SPRINT,plusieurs cibles à égalité de chevauchement (50%) — pas de gagnant clair.
MINESUP-E:Institut Supérieur de Management et des Sciences Appliquées (ISMASA),Institut Supérieur de Management et des Sciences Appliquées (ISMASA),MINESUP,DUPLICATE_REVIEW,reports/registry/minesup-e-national-candidates.csv,"Tier-3 (internal prior-sprint durable artifact, not re-verified this sprint)",,,1,NO,DUPLICATE_REVIEW,,,YES,NO,,,CONFLICTING,DO_NOT_PUBLISH_THIS_SPRINT,"chevauchement de mots (50%) mais géographie CONTRADICTOIRE — signal affaibli, revue requise."
MINESUP-E:Institut Supérieur de Management et des Technologies Appliquées (ISMTA),Institut Supérieur de Management et des Technologies Appliquées (ISMTA),MINESUP,DUPLICATE_REVIEW,reports/registry/minesup-e-national-candidates.csv,"Tier-3 (internal prior-sprint durable artifact, not re-verified this sprint)",,,1,NO,DUPLICATE_REVIEW,,,YES,NO,,,CONFLICTING,DO_NOT_PUBLISH_THIS_SPRINT,"chevauchement de mots (50%) mais géographie CONTRADICTOIRE — signal affaibli, revue requise."
MINESUP-E:Institut Supérieur de Management et des Technologies Industrielles (ISMTI),Institut Supérieur de Management et des Technologies Industrielles (ISMTI),MINESUP,DUPLICATE_REVIEW,reports/registry/minesup-e-national-candidates.csv,"Tier-3 (internal prior-sprint durable artifact, not re-verified this sprint)",,,1,NO,DUPLICATE_REVIEW,,,YES,NO,,,CONFLICTING,DO_NOT_PUBLISH_THIS_SPRINT,plusieurs cibles à égalité de chevauchement (25%) — pas de gagnant clair.
"MINESUP-E:Institut Supérieur de Pétrochimie, de l'Informatique et des Sciences Appliquées (ISPISA)","Institut Supérieur de Pétrochimie, de l'Informatique et des Sciences Appliquées (ISPISA)",MINESUP,DUPLICATE_REVIEW,reports/registry/minesup-e-national-candidates.csv,"Tier-3 (internal prior-sprint durable artifact, not re-verified this sprint)",,,1,NO,DUPLICATE_REVIEW,,,YES,NO,,,CONFLICTING,DO_NOT_PUBLISH_THIS_SPRINT,plusieurs cibles à égalité de chevauchement (20%) — pas de gagnant clair.
MINESUP-E:Institut Supérieur de Technologie Appliquée et de Gestion (ISTAG).,Institut Supérieur de Technologie Appliquée et de Gestion (ISTAG).,MINESUP,DUPLICATE_REVIEW,reports/registry/minesup-e-national-candidates.csv,"Tier-3 (internal prior-sprint durable artifact, not re-verified this sprint)",,,1,NO,DUPLICATE_REVIEW,,,YES,NO,,,CONFLICTING,DO_NOT_PUBLISH_THIS_SPRINT,plusieurs cibles à égalité de chevauchement (25%) — pas de gagnant clair.
MINESUP-E:Institut Supérieur de Technologie Avancée et du Management Douala (ISTAMA),Institut Supérieur de Technologie Avancée et du Management Douala (ISTAMA),MINESUP,DUPLICATE_REVIEW,reports/registry/minesup-e-national-candidates.csv,"Tier-3 (internal prior-sprint durable artifact, not re-verified this sprint)",,,1,NO,DUPLICATE_REVIEW,,,YES,NO,,,CONFLICTING,DO_NOT_PUBLISH_THIS_SPRINT,plusieurs cibles à égalité de chevauchement (20%) — pas de gagnant clair.
MINESUP-E:Institut Supérieur de Technologie Médicale de Nkolodom,Institut Supérieur de Technologie Médicale de Nkolodom,MINESUP,DUPLICATE_REVIEW,reports/registry/minesup-e-national-candidates.csv,"Tier-3 (internal prior-sprint durable artifact, not re-verified this sprint)",,,1,NO,DUPLICATE_REVIEW,,,YES,NO,,,CONFLICTING,DO_NOT_PUBLISH_THIS_SPRINT,"chevauchement de mots (33%) mais géographie CONTRADICTOIRE — signal affaibli, revue requise."
MINESUP-E:Institut Supérieur de Technologie et de Gestion,Institut Supérieur de Technologie et de Gestion,MINESUP,DUPLICATE_REVIEW,reports/registry/minesup-e-national-candidates.csv,"Tier-3 (internal prior-sprint durable artifact, not re-verified this sprint)",,,1,NO,DUPLICATE_REVIEW,,,YES,NO,,,CONFLICTING,DO_NOT_PUBLISH_THIS_SPRINT,plusieurs cibles à égalité de chevauchement (50%) — pas de gagnant clair.
MINESUP-E:Institut Supérieur de Technologie et de Gestion d’Afrique centrale (ISTG-AC),Institut Supérieur de Technologie et de Gestion d’Afrique centrale (ISTG-AC),MINESUP,DUPLICATE_REVIEW,reports/registry/minesup-e-national-candidates.csv,"Tier-3 (internal prior-sprint durable artifact, not re-verified this sprint)",,,1,NO,DUPLICATE_REVIEW,,,YES,NO,,,CONFLICTING,DO_NOT_PUBLISH_THIS_SPRINT,"chevauchement de mots (40%) mais géographie CONTRADICTOIRE — signal affaibli, revue requise."
MINESUP-E:Institut Supérieur de Technologie et de Management (ISTM),Institut Supérieur de Technologie et de Management (ISTM),MINESUP,DUPLICATE_REVIEW,reports/registry/minesup-e-national-candidates.csv,"Tier-3 (internal prior-sprint durable artifact, not re-verified this sprint)",,,1,NO,DUPLICATE_REVIEW,,,YES,NO,,,CONFLICTING,DO_NOT_PUBLISH_THIS_SPRINT,plusieurs cibles à égalité de chevauchement (33%) — pas de gagnant clair.
MINESUP-E:Institut Supérieur de Technologie et d’Etudes Commerciales (ISTEC),Institut Supérieur de Technologie et d’Etudes Commerciales (ISTEC),MINESUP,DUPLICATE_REVIEW,reports/registry/minesup-e-national-candidates.csv,"Tier-3 (internal prior-sprint durable artifact, not re-verified this sprint)",,,1,NO,DUPLICATE_REVIEW,,,YES,NO,,,CONFLICTING,DO_NOT_PUBLISH_THIS_SPRINT,plusieurs cibles à égalité de chevauchement (25%) — pas de gagnant clair.
MINESUP-E:Institut Supérieur de Technologie le Bon Berger,Institut Supérieur de Technologie le Bon Berger,MINESUP,DUPLICATE_REVIEW,reports/registry/minesup-e-national-candidates.csv,"Tier-3 (internal prior-sprint durable artifact, not re-verified this sprint)",,,1,NO,DUPLICATE_REVIEW,,,YES,NO,,,CONFLICTING,DO_NOT_PUBLISH_THIS_SPRINT,"chevauchement de mots (50%) mais géographie CONTRADICTOIRE — signal affaibli, revue requise."
"MINESUP-E:Institut Supérieur de Traduction, d’Interprétariat et de Communication (ISTIC)","Institut Supérieur de Traduction, d’Interprétariat et de Communication (ISTIC)",MINESUP,DUPLICATE_REVIEW,reports/registry/minesup-e-national-candidates.csv,"Tier-3 (internal prior-sprint durable artifact, not re-verified this sprint)",,,1,NO,DUPLICATE_REVIEW,,,YES,NO,,,CONFLICTING,DO_NOT_PUBLISH_THIS_SPRINT,"chevauchement de mots (25%) mais géographie CONTRADICTOIRE — signal affaibli, revue requise."
"MINESUP-E:Institut Supérieur de Transport, de Tourisme, des Affaires et de Management (ISTTAM)","Institut Supérieur de Transport, de Tourisme, des Affaires et de Management (ISTTAM)",MINESUP,DUPLICATE_REVIEW,reports/registry/minesup-e-national-candidates.csv,"Tier-3 (internal prior-sprint durable artifact, not re-verified this sprint)",,,1,NO,DUPLICATE_REVIEW,,,YES,NO,,,CONFLICTING,DO_NOT_PUBLISH_THIS_SPRINT,plusieurs cibles à égalité de chevauchement (20%) — pas de gagnant clair.
MINESUP-E:Institut Supérieur de l’Entreprise et du Management (ISEM),Institut Supérieur de l’Entreprise et du Management (ISEM),MINESUP,DUPLICATE_REVIEW,reports/registry/minesup-e-national-candidates.csv,"Tier-3 (internal prior-sprint durable artifact, not re-verified this sprint)",,,1,NO,DUPLICATE_REVIEW,,,YES,NO,,,CONFLICTING,DO_NOT_PUBLISH_THIS_SPRINT,plusieurs cibles à égalité de chevauchement (33%) — pas de gagnant clair.
"MINESUP-E:Institut Supérieur de l’Entreprise, du Management, de l’Industrie et des Technologies (ISEMIT)","Institut Supérieur de l’Entreprise, du Management, de l’Industrie et des Technologies (ISEMIT)",MINESUP,DUPLICATE_REVIEW,reports/registry/minesup-e-national-candidates.csv,"Tier-3 (internal prior-sprint durable artifact, not re-verified this sprint)",,,1,NO,DUPLICATE_REVIEW,,,YES,NO,,,CONFLICTING,DO_NOT_PUBLISH_THIS_SPRINT,plusieurs cibles à égalité de chevauchement (20%) — pas de gagnant clair.
MINESUP-E:Institut Supérieur des Arts et des Métiers de Bafoussam (ISAMET),Institut Supérieur des Arts et des Métiers de Bafoussam (ISAMET),MINESUP,DUPLICATE_REVIEW,reports/registry/minesup-e-national-candidates.csv,"Tier-3 (internal prior-sprint durable artifact, not re-verified this sprint)",,,1,NO,DUPLICATE_REVIEW,,,YES,NO,,,CONFLICTING,DO_NOT_PUBLISH_THIS_SPRINT,plusieurs cibles à égalité de chevauchement (25%) — pas de gagnant clair.
MINESUP-E:Institut Supérieur des Hautes Etudes Commerciales et Industrielles SIGMEN,Institut Supérieur des Hautes Etudes Commerciales et Industrielles SIGMEN,MINESUP,DUPLICATE_REVIEW,reports/registry/minesup-e-national-candidates.csv,"Tier-3 (internal prior-sprint durable artifact, not re-verified this sprint)",,,1,NO,DUPLICATE_REVIEW,,,YES,NO,,,CONFLICTING,DO_NOT_PUBLISH_THIS_SPRINT,"chevauchement de mots partiel (40%), insuffisant pour STRONG_MATCH."
MINESUP-E:Institut Supérieur des Métiers de Gestion et Technologie (ISMEGET),Institut Supérieur des Métiers de Gestion et Technologie (ISMEGET),MINESUP,DUPLICATE_REVIEW,reports/registry/minesup-e-national-candidates.csv,"Tier-3 (internal prior-sprint durable artifact, not re-verified this sprint)",,,1,NO,DUPLICATE_REVIEW,,,YES,NO,,,CONFLICTING,DO_NOT_PUBLISH_THIS_SPRINT,plusieurs cibles à égalité de chevauchement (25%) — pas de gagnant clair.
MINESUP-E:Institut Supérieur des Métiers de Technologies d'Afrique Centrale,Institut Supérieur des Métiers de Technologies d'Afrique Centrale,MINESUP,DUPLICATE_REVIEW,reports/registry/minesup-e-national-candidates.csv,"Tier-3 (internal prior-sprint durable artifact, not re-verified this sprint)",,,1,NO,DUPLICATE_REVIEW,,,YES,NO,,,CONFLICTING,DO_NOT_PUBLISH_THIS_SPRINT,"chevauchement de mots (50%) mais géographie CONTRADICTOIRE — signal affaibli, revue requise."
MINESUP-E:Institut Supérieur des Professions de Santé (ISPS),Institut Supérieur des Professions de Santé (ISPS),MINESUP,SOURCE_REVIEW,reports/registry/minesup-e-national-candidates.csv,"Tier-3 (internal prior-sprint durable artifact, not re-verified this sprint)",,,1,NO,SOURCE_REVIEW,,,NO,NO,,,UNRESOLVED,DO_NOT_PUBLISH_THIS_SPRINT,SOURCE_REVIEW
"MINESUP-E:Institut Supérieur des Sciences Agronomiques, de l’Environnement et de l’Entrepreneuriat Rural (ISSAEER)","Institut Supérieur des Sciences Agronomiques, de l’Environnement et de l’Entrepreneuriat Rural (ISSAEER)",MINESUP,DUPLICATE_REVIEW,reports/registry/minesup-e-national-candidates.csv,"Tier-3 (internal prior-sprint durable artifact, not re-verified this sprint)",,,1,NO,DUPLICATE_REVIEW,,,YES,NO,,,CONFLICTING,DO_NOT_PUBLISH_THIS_SPRINT,plusieurs cibles à égalité de chevauchement (17%) — pas de gagnant clair.
MINESUP-E:Institut Supérieur des Sciences Appliquées au  Management (ISSAM-ESSAMA),Institut Supérieur des Sciences Appliquées au  Management (ISSAM-ESSAMA),MINESUP,DUPLICATE_REVIEW,reports/registry/minesup-e-national-candidates.csv,"Tier-3 (internal prior-sprint durable artifact, not re-verified this sprint)",,,1,NO,DUPLICATE_REVIEW,,,YES,NO,,,CONFLICTING,DO_NOT_PUBLISH_THIS_SPRINT,"chevauchement de mots (40%) mais géographie CONTRADICTOIRE — signal affaibli, revue requise."
MINESUP-E:Institut Supérieur des Sciences Appliquées à la Santé (INSSAS),Institut Supérieur des Sciences Appliquées à la Santé (INSSAS),MINESUP,DUPLICATE_REVIEW,reports/registry/minesup-e-national-candidates.csv,"Tier-3 (internal prior-sprint durable artifact, not re-verified this sprint)",,,1,NO,DUPLICATE_REVIEW,,,YES,NO,,,CONFLICTING,DO_NOT_PUBLISH_THIS_SPRINT,plusieurs cibles à égalité de chevauchement (25%) — pas de gagnant clair.
